,Financial_Planning,Financial_Goals,Analyze_Financial_Position,Tax_Saving_Schemes,Prompt_Installment_Payments,Profile_Risk,Recommended_Course
1244,4,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1245,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1246,4,4,4,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1247,3,4,4,3,3,2,"Debt Management, Financial Planning, Investment Basics"
1248,3,5,4,2,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
1249,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1250,3,4,4,5,4,3,"Financial Planning, Investment Basics"
1251,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1252,4,3,4,2,2,2,"Budget & Savings, Debt Management, Investment Basics"
1253,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1254,3,4,5,4,4,2,"Financial Planning, Investment Basics"
1255,5,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1256,3,3,4,1,4,2,"Budget & Savings, Financial Planning, Investment Basics"
1257,4,4,5,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
1258,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1259,3,3,4,5,2,4,"Budget & Savings, Debt Management, Financial Planning"
1260,3,3,4,4,2,4,"Budget & Savings, Debt Management, Financial Planning"
1261,4,4,4,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1262,5,4,5,2,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1263,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1264,3,3,3,4,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1265,4,3,5,4,4,3,"Budget & Savings, Investment Basics"
1266,4,4,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1267,2,4,4,3,4,4,"Financial Planning, Understanding Taxes"
1268,3,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1269,3,4,4,3,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
1270,3,3,4,1,4,3,"Budget & Savings, Financial Planning, Investment Basics"
1271,5,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1272,3,4,4,2,3,3,"Debt Management, Financial Planning, Investment Basics"
1273,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1274,2,3,3,2,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1275,4,5,5,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1276,3,4,4,3,3,3,"Debt Management, Financial Planning, Investment Basics"
1277,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1278,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1279,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
1280,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1281,1,2,3,2,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1282,4,3,3,4,3,3,"Budget & Savings, Debt Management, Frugal Living and Spending Wisely"
1283,4,3,4,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1284,3,3,5,4,2,4,"Budget & Savings, Debt Management, Financial Planning"
1285,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1286,2,2,4,4,5,2,"Budget & Savings, Financial Planning, Investment Basics"
1287,4,5,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1288,4,4,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1289,3,4,4,3,3,2,"Debt Management, Financial Planning, Investment Basics"
1290,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1291,2,5,5,4,3,2,"Debt Management, Financial Planning, Investment Basics"
1292,3,4,3,3,4,3,"Financial Planning, Frugal Living and Spending Wisely, Investment Basics"
1293,3,3,4,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
1294,2,2,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
1295,5,5,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1296,3,4,5,2,3,4,"Debt Management, Financial Planning, Understanding Taxes"
1297,5,5,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1298,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1299,3,3,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
1300,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1301,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1302,3,4,3,4,4,4,"Financial Planning, Frugal Living and Spending Wisely"
1303,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1304,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1305,4,3,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1306,3,3,4,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
1307,1,3,4,2,3,2,"Budget & Savings, Debt Management, Financial Planning"
1308,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1309,1,1,2,3,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1310,3,4,4,2,3,4,"Debt Management, Financial Planning, Understanding Taxes"
1311,5,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1312,4,4,4,4,3,3,"Debt Management, Investment Basics"
1313,3,4,3,4,3,2,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
1314,5,5,4,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
1315,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1316,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1317,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1318,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
1319,4,4,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1320,2,2,3,4,1,2,"Budget & Savings, Debt Management, Financial Planning"
1321,4,5,4,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1322,3,4,3,3,3,4,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
1323,5,5,5,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1324,3,4,4,3,3,2,"Debt Management, Financial Planning, Investment Basics"
1325,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1326,3,4,4,4,3,4,"Debt Management, Financial Planning"
1327,3,3,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
1328,3,4,4,4,4,3,"Financial Planning, Investment Basics"
1329,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1330,3,3,3,3,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1331,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1332,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1333,4,4,4,4,3,2,"Debt Management, Investment Basics"
1334,4,4,5,5,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1335,4,3,5,2,3,4,"Budget & Savings, Debt Management, Understanding Taxes"
1336,2,2,3,1,4,1,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1337,3,3,3,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
1338,3,4,4,3,4,4,"Financial Planning, Understanding Taxes"
1339,1,1,1,4,2,1,"Budget & Savings, Debt Management, Financial Planning"
1340,3,2,3,4,2,4,"Budget & Savings, Debt Management, Financial Planning"
1341,3,4,4,4,3,4,"Debt Management, Financial Planning"
1342,5,5,5,1,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1343,2,4,4,2,2,2,"Debt Management, Financial Planning, Investment Basics"
1344,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1345,3,4,4,3,3,2,"Debt Management, Financial Planning, Investment Basics"
1346,4,4,4,3,3,4,"Debt Management, Understanding Taxes"
1347,3,5,4,1,4,2,"Financial Planning, Investment Basics, Understanding Taxes"
1348,3,5,4,5,3,4,"Debt Management, Financial Planning"
1349,4,5,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1350,3,5,4,4,4,2,"Financial Planning, Investment Basics"
1352,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1353,4,5,5,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
1354,4,3,4,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1355,4,4,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1356,3,4,4,5,4,3,"Financial Planning, Investment Basics"
1357,5,5,5,3,5,5,"Debt Management, Investment Basics, Understanding Taxes"
1358,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1359,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1360,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1361,4,4,4,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
1362,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1363,5,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1364,3,4,3,3,3,2,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
1365,3,4,4,4,4,2,"Financial Planning, Investment Basics"
1366,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1367,5,5,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1368,3,4,2,4,3,1,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
1369,3,3,3,1,4,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1370,4,4,4,2,3,3,"Debt Management, Investment Basics, Understanding Taxes"
1371,4,4,3,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1372,2,3,4,3,2,2,"Budget & Savings, Debt Management, Financial Planning"
1373,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1374,5,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1375,2,3,3,5,5,4,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1376,3,4,4,2,3,3,"Debt Management, Financial Planning, Investment Basics"
1377,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1378,5,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1379,3,4,4,4,3,3,"Debt Management, Financial Planning, Investment Basics"
1380,5,5,5,3,3,4,"Debt Management, Understanding Taxes"
1381,4,4,4,2,4,3,"Investment Basics, Understanding Taxes"
1382,2,3,4,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
1383,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
1384,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1385,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1386,3,3,4,3,3,2,"Budget & Savings, Debt Management, Financial Planning"
1387,5,5,5,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1388,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1389,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1390,3,4,4,4,3,4,"Debt Management, Financial Planning"
1392,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1393,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
1394,3,3,4,5,4,3,"Budget & Savings, Financial Planning, Investment Basics"
1395,4,5,5,3,4,3,"Investment Basics, Understanding Taxes"
1396,3,4,4,3,4,5,"Financial Planning, Understanding Taxes"
1397,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1398,4,4,3,5,3,3,"Debt Management, Frugal Living and Spending Wisely, Investment Basics"
1399,5,5,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1400,3,4,4,5,3,4,"Debt Management, Financial Planning"
1401,2,3,4,4,4,4,"Budget & Savings, Financial Planning"
1402,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1403,4,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1404,4,5,5,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
1405,4,3,4,2,3,3,"Budget & Savings, Debt Management, Investment Basics"
1406,4,3,3,4,4,2,"Budget & Savings, Frugal Living and Spending Wisely, Investment Basics"
1407,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1408,5,3,3,5,4,4,"Budget & Savings, Frugal Living and Spending Wisely"
1409,4,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1410,3,3,3,4,2,4,"Budget & Savings, Debt Management, Financial Planning"
1411,4,4,4,3,3,2,"Debt Management, Investment Basics, Understanding Taxes"
1412,4,4,5,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1413,2,1,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
1414,3,2,2,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
1415,2,3,3,2,3,2,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1416,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1417,5,5,5,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1418,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1419,5,5,5,5,3,3,"Debt Management, Investment Basics"
1420,4,4,4,4,3,3,"Debt Management, Investment Basics"
1421,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1422,5,5,5,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
1423,3,4,4,5,5,4,"Debt Management, Investment Basics, Understanding Taxes"
1424,5,5,4,4,5,2,"Debt Management, Investment Basics, Understanding Taxes"
1425,4,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1426,4,4,4,4,4,2,"Debt Management, Investment Basics, Understanding Taxes"
1427,3,3,4,4,5,4,"Budget & Savings, Financial Planning"
1428,3,4,4,5,4,3,"Financial Planning, Investment Basics"
1429,3,3,4,5,4,2,"Budget & Savings, Financial Planning, Investment Basics"
1430,5,5,5,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1431,2,4,4,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1432,4,2,3,4,4,4,"Budget & Savings, Frugal Living and Spending Wisely"
1434,4,4,4,2,5,3,"Investment Basics, Understanding Taxes"
1435,3,4,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1436,4,5,4,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1437,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
1438,3,3,4,2,4,2,"Budget & Savings, Financial Planning, Investment Basics"
1439,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1440,4,3,5,3,4,4,"Budget & Savings, Understanding Taxes"
1441,4,4,4,2,3,2,"Debt Management, Investment Basics, Understanding Taxes"
1442,4,5,5,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1443,3,3,4,3,3,4,"Budget & Savings, Debt Management, Financial Planning"
1444,4,4,5,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1445,4,4,4,3,3,4,"Debt Management, Understanding Taxes"
1446,2,2,3,4,4,4,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1447,3,2,3,4,3,3,"Budget & Savings, Debt Management, Financial Planning"
1448,3,3,3,4,3,2,"Budget & Savings, Debt Management, Financial Planning"
1449,4,3,4,3,4,2,"Budget & Savings, Investment Basics, Understanding Taxes"
1450,5,5,4,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1451,3,3,4,4,4,4,"Budget & Savings, Financial Planning"
1452,4,5,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1453,3,3,4,5,4,4,"Budget & Savings, Financial Planning"
1454,3,4,4,4,3,4,"Debt Management, Financial Planning"
1455,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1456,5,4,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1457,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1458,2,3,4,2,2,2,"Budget & Savings, Debt Management, Financial Planning"
1459,4,3,4,5,4,3,"Budget & Savings, Investment Basics"
1460,3,3,3,1,3,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1461,3,3,3,4,2,2,"Budget & Savings, Debt Management, Financial Planning"
1462,5,5,5,4,3,5,"Debt Management, Investment Basics, Understanding Taxes"
1463,4,4,4,5,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1464,5,5,5,4,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1465,4,4,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1466,4,4,5,3,4,2,"Investment Basics, Understanding Taxes"
1467,3,4,3,4,4,4,"Financial Planning, Frugal Living and Spending Wisely"
1468,3,2,3,2,4,3,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1469,4,4,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1470,4,3,4,1,2,1,"Budget & Savings, Debt Management, Investment Basics"
1471,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1472,4,4,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1473,3,3,4,4,4,3,"Budget & Savings, Financial Planning, Investment Basics"
1474,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1475,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1476,4,4,4,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1477,3,4,4,5,4,3,"Financial Planning, Investment Basics"
1478,2,1,3,2,4,5,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1479,4,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1480,4,5,5,3,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1481,3,3,4,3,4,4,"Budget & Savings, Financial Planning, Understanding Taxes"
1482,4,5,4,4,4,3,"Debt Management, Investment Basics, Understanding Taxes"
1483,4,4,4,5,3,3,"Debt Management, Investment Basics"
1484,3,4,4,4,4,3,"Financial Planning, Investment Basics"
1485,2,3,3,4,4,4,"Budget & Savings, Financial Planning, Frugal Living and Spending Wisely"
1486,3,4,3,3,3,3,"Debt Management, Financial Planning, Frugal Living and Spending Wisely"
1487,3,3,4,4,3,4,"Budget & Savings, Debt Management, Financial Planning"
1488,4,4,4,4,3,2,"Debt Management, Investment Basics"
1489,2,4,4,2,4,3,"Financial Planning, Investment Basics, Understanding Taxes"
1490,4,4,4,3,4,2,"Investment Basics, Understanding Taxes"
1491,4,4,5,3,4,5,"Debt Management, Investment Basics, Understanding Taxes"
1492,4,4,4,4,3,4,"Debt Management, Investment Basics, Understanding Taxes"
1493,4,5,5,5,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1494,4,4,4,2,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1495,3,4,4,4,4,4,"Debt Management, Investment Basics, Understanding Taxes"
1496,3,4,4,4,4,2,"Financial Planning, Investment Basics"
1497,3,4,4,3,3,3,"Debt Management, Financial Planning, Investment Basics"
1498,4,3,4,3,4,4,"Budget & Savings, Understanding Taxes"
1499,3,5,4,2,4,4,"Financial Planning, Understanding Taxes"
